"index","name","type","texture","position","scale","parent"
"315","4_2_3_4","4","","System.Object[]","System.Object[]","285"
"316","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","315"
"317","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","315"
"318","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","315"
"319","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","315"
"320","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","315"
"321","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","315"
"322","4_2_3_5","4","","System.Object[]","System.Object[]","285"
"323","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","322"
"324","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","322"
"325","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","322"
"326","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","322"
"327","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","322"
"328","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","322"
"329","4_2_4","4","","System.Object[]","System.Object[]","175"
"330","Tama_K","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","329"
"331","4_2_4_0","4","","System.Object[]","System.Object[]","329"
"332","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","331"
"333","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","331"
"334","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","331"
"335","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","331"
"336","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","331"
"337","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","331"
"338","4_2_4_1","4","","System.Object[]","System.Object[]","329"
"339","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","338"
"340","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","338"
"341","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","338"
"342","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","338"
"343","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","338"
"344","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","338"
"345","4_2_4_2","4","","System.Object[]","System.Object[]","329"
"346","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","345"
"347","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","345"
"348","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","345"
"349","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","345"
"350","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","345"
"351","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","345"
"352","4_2_4_3","4","","System.Object[]","System.Object[]","329"
"353","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","352"
"354","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","352"
"355","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","352"
"356","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","352"
"357","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","352"
"358","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","352"
"359","4_2_4_4","4","","System.Object[]","System.Object[]","329"
"360","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","359"
"361","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","359"
"362","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","359"
"363","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","359"
"364","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","359"
"365","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","359"
"366","4_2_4_5","4","","System.Object[]","System.Object[]","329"
"367","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","366"
"368","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","366"
"369","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","366"
"370","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","366"
"371","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","366"
"372","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","366"
"373","4_2_5","4","","System.Object[]","System.Object[]","175"
"374","Tama_K","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","373"
"375","4_2_5_0","4","","System.Object[]","System.Object[]","373"
"376","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","375"
"377","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","375"
"378","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","375"
"379","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","375"
"380","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","375"
"381","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","375"
"382","4_2_5_1","4","","System.Object[]","System.Object[]","373"
"383","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","382"
"384","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","382"
"385","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","382"
"386","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","382"
"387","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","382"
"388","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","382"
"389","4_2_5_2","4","","System.Object[]","System.Object[]","373"
"390","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","389"
"391","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","389"
"392","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","389"
"393","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","389"
"394","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","389"
"395","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","389"
"396","4_2_5_3","4","","System.Object[]","System.Object[]","373"
"397","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","396"
"398","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","396"
"399","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","396"
"400","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","396"
"401","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","396"
"402","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","396"
"403","4_2_5_4","4","","System.Object[]","System.Object[]","373"
"404","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","403"
"405","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","403"
"406","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","403"
"407","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","403"
"408","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","403"
"409","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","403"
"410","4_2_5_5","4","","System.Object[]","System.Object[]","373"
"411","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","410"
"412","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","410"
"413","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","410"
"414","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","410"
"415","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","410"
"416","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","410"
"417","4_2_6","4","","System.Object[]","System.Object[]","175"
"418","Tama_K","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","417"
"419","4_2_6_0","4","","System.Object[]","System.Object[]","417"
"420","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","419"
"421","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","419"
"422","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","419"
"423","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","419"
"424","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","419"
"425","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","419"
"426","4_2_6_1","4","","System.Object[]","System.Object[]","417"
"427","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","426"
"428","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","426"
"429","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","426"
"430","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","426"
"431","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","426"
"432","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","426"
"433","4_2_6_2","4","","System.Object[]","System.Object[]","417"
"434","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","433"
"435","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","433"
"436","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","433"
"437","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","433"
"438","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","433"
"439","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","433"
"440","4_2_6_3","4","","System.Object[]","System.Object[]","417"
"441","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","440"
"442","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","440"
"443","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","440"
"444","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","440"
"445","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","440"
"446","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","440"
"447","4_2_6_4","4","","System.Object[]","System.Object[]","417"
"448","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","447"
"449","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","447"
"450","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","447"
"451","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","447"
"452","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","447"
"453","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","447"
"454","4_2_6_5","4","","System.Object[]","System.Object[]","417"
"455","Menuki","2","id\dummy_BM","System.Object[]","System.Object[]","454"
"456","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","454"
"457","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","454"
"458","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","454"
"459","Ball_B","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","454"
"460","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","454"
"461","6","4","","System.Object[]","System.Object[]","0"
"462","6_0","4","","System.Object[]","System.Object[]","461"
"463","Waza_K","3","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","462"
"464","ZAB1","2","id\dummy_BM","System.Object[]","System.Object[]","462"
"465","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","462"
"466","6_0_0","4","","System.Object[]","System.Object[]","462"
"467","Z","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","466"
"468","Plus","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","466"
"469","A","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","466"
"470","Plus","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","466"
"471","B","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","466"
"472","6_0_1","4","","System.Object[]","System.Object[]","462"
"473","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","472"
"474","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","472"
"475","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","472"
"476","6_1","4","","System.Object[]","System.Object[]","461"
"477","6_1_0","4","","System.Object[]","System.Object[]","476"
"478","Waza_K","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","477"
"479","Carsol","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","477"
"480","Waza_K","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","477"
"481","Waza_K_s","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","477"
"482","6_1_1","4","","System.Object[]","System.Object[]","476"
"483","ZAB1_K","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","482"
"484","ZAB2_K","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","482"
"485","ZAB3_K","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","482"
"486","ZAB1","2","id\dummy_BM","System.Object[]","System.Object[]","482"
"487","ZAB2","2","id\dummy_BM","System.Object[]","System.Object[]","482"
"488","ZAB3","2","id\dummy_BM","System.Object[]","System.Object[]","482"
"489","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","482"
"490","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","482"
"491","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","482"
"492","6_1_1_0","4","","System.Object[]","System.Object[]","482"
"493","Z","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","492"
"494","Plus","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","492"
"495","A","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","492"
"496","Plus","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","492"
"497","B","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","492"
"498","6_1_2","4","","System.Object[]","System.Object[]","476"
"499","Style","2","id\dummy_BM","System.Object[]","System.Object[]","498"
"500","B","2","id\dummy_BM","System.Object[]","System.Object[]","498"
"501","ueB","2","id\dummy_BM","System.Object[]","System.Object[]","498"
"502","AB","2","id\dummy_BM","System.Object[]","System.Object[]","498"
"503","ZB","2","id\dummy_BM","System.Object[]","System.Object[]","498"
"504","A","2","id\dummy_BM","System.Object[]","System.Object[]","498"
"505","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","498"
"506","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","498"
"507","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","498"
"508","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","498"
"509","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","498"
"510","6_1_2_0","4","","System.Object[]","System.Object[]","498"
"511","B","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","510"
"512","6_1_2_1","4","","System.Object[]","System.Object[]","498"
"513","Direct","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","512"
"514","Plus","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","512"
"515","B","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","512"
"516","6_1_2_2","4","","System.Object[]","System.Object[]","498"
"517","A","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","516"
"518","Plus","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","516"
"519","B","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","516"
"520","6_1_2_3","4","","System.Object[]","System.Object[]","498"
"521","Z","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","520"
"522","Plus","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","520"
"523","B","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","520"
"524","6_1_2_4","4","","System.Object[]","System.Object[]","498"
"525","A","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","524"
"526","6_1_3","4","","System.Object[]","System.Object[]","476"
"527","WazaImage","2","id\dummy_BM","System.Object[]","System.Object[]","526"
"528","WazaFlame","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","526"
"529","7","4","","System.Object[]","System.Object[]","0"
"530","7_0","4","","System.Object[]","System.Object[]","529"
"531","Nakama_K","3","id\texture\jpn\tenka\tenka_010_ID_HQ","System.Object[]","System.Object[]","530"
"532","Kao_L","2","id\dummy_BM","System.Object[]","System.Object[]","530"
"533","Kao_M","2","id\dummy_BM","System.Object[]","System.Object[]","530"
"534","Zokusei","2","id\texture\jpn\common\common_008_ID_HQ","System.Object[]","System.Object[]","530"
"535","Level","2","id\texture\jpn\tenka\tenka_014_ID_HQ","System.Object[]","System.Object[]","530"
"536","Name","3","id\dummy_BM","System.Object[]","System.Object[]","530"
"537","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","530"
"538","Tag_g","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","530"
"539","Tag_m","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","530"
"540","7_0_0","4","","System.Object[]","System.Object[]","530"
"541","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","540"
"542","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","540"
"543","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","540"
"544","7_1","4","","System.Object[]","System.Object[]","529"
"545","7_1_0","4","","System.Object[]","System.Object[]","544"
"546","7_1_0_0","4","","System.Object[]","System.Object[]","545"
"547","Rail","2","id\texture\jpn\common\common_006_ID_HQ","System.Object[]","System.Object[]","546"
"548","Rail","2","id\texture\jpn\common\common_006_ID_HQ","System.Object[]","System.Object[]","546"
"549","Rail","2","id\texture\jpn\common\common_006_ID_HQ","System.Object[]","System.Object[]","546"
"550","Memori","2","id\texture\jpn\common\common_006_ID_HQ","System.Object[]","System.Object[]","546"
"551","Memori","2","id\texture\jpn\common\common_006_ID_HQ","System.Object[]","System.Object[]","546"
"552","7_1_0_1","4","","System.Object[]","System.Object[]","545"
"553","Sort","2","id\texture\jpn\tenka\tenka_019_ID_HQ","System.Object[]","System.Object[]","552"
"554","Plus","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","553"
"555","7_1_0_2","4","","System.Object[]","System.Object[]","545"
"556","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","555"
"557","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","555"
"558","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","555"
"559","7_1_1","4","","System.Object[]","System.Object[]","544"
"560","Nakama_K","2","id\texture\jpn\tenka\tenka_010_ID_HQ","System.Object[]","System.Object[]","559"
"561","Kao_L","2","id\dummy_BM","System.Object[]","System.Object[]","559"
"562","Kao_M","2","id\dummy_BM","System.Object[]","System.Object[]","559"
"563","Zokusei","2","id\texture\jpn\common\common_008_ID_HQ","System.Object[]","System.Object[]","559"
"564","Level","2","id\texture\jpn\tenka\tenka_014_ID_HQ","System.Object[]","System.Object[]","559"
"565","Name","3","id\dummy_BM","System.Object[]","System.Object[]","559"
"566","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","559"
"567","Tag_g","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","559"
"568","Tag_m","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","559"
"569","7_1_2","4","","System.Object[]","System.Object[]","544"
"570","Nakama_K","2","id\texture\jpn\tenka\tenka_010_ID_HQ","System.Object[]","System.Object[]","569"
"571","Kao_L","2","id\dummy_BM","System.Object[]","System.Object[]","569"
"572","Kao_M","2","id\dummy_BM","System.Object[]","System.Object[]","569"
"573","Zokusei","2","id\texture\jpn\common\common_008_ID_HQ","System.Object[]","System.Object[]","569"
"574","Level","2","id\texture\jpn\tenka\tenka_014_ID_HQ","System.Object[]","System.Object[]","569"
"575","Name","3","id\dummy_BM","System.Object[]","System.Object[]","569"
"576","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","569"
"577","Tag_g","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","569"
"578","Tag_m","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","569"
"579","7_1_3","4","","System.Object[]","System.Object[]","544"
"580","Nakama_K","2","id\texture\jpn\tenka\tenka_010_ID_HQ","System.Object[]","System.Object[]","579"
"581","Kao_L","2","id\dummy_BM","System.Object[]","System.Object[]","579"
"582","Kao_M","2","id\dummy_BM","System.Object[]","System.Object[]","579"
"583","Zokusei","2","id\texture\jpn\common\common_008_ID_HQ","System.Object[]","System.Object[]","579"
"584","Level","2","id\texture\jpn\tenka\tenka_014_ID_HQ","System.Object[]","System.Object[]","579"
"585","Name","3","id\dummy_BM","System.Object[]","System.Object[]","579"
"586","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","579"
"587","Tag_g","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","579"
"588","Tag_m","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","579"
"589","8","4","","System.Object[]","System.Object[]","0"
"590","8_0","4","","System.Object[]","System.Object[]","589"
"591","8_0_0","4","","System.Object[]","System.Object[]","590"
"592","Ichi","2","id\texture\jpn\tenka\tenka_013_ID_HQ","System.Object[]","System.Object[]","591"
"593","Ichi_K","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","591"
"594","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","591"
"595","8_0_1","4","","System.Object[]","System.Object[]","590"
"596","Ni","2","id\texture\jpn\tenka\tenka_013_ID_HQ","System.Object[]","System.Object[]","595"
"597","Ni_K","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","595"
"598","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","595"
"599","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","595"
"600","9","4","","System.Object[]","System.Object[]","0"
"601","9_0","4","","System.Object[]","System.Object[]","600"
"602","9_0_0","4","","System.Object[]","System.Object[]","601"
"603","Ichi_01","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","602"
"604","Ichi_01k","3","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","602"
"605","Ichi_01k_s","3","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","602"
"606","9_0_1","4","","System.Object[]","System.Object[]","601"
"607","Ichi_02","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","606"
"608","Ichi_02k","3","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","606"
"609","Ichi_02k_s","3","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","606"
"610","9_0_2","4","","System.Object[]","System.Object[]","601"
"611","Ni","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","610"
"612","Ni_k","3","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","610"
"613","Ni_k_s","3","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","610"
"614","9_0_3","4","","System.Object[]","System.Object[]","601"
"615","Ishou","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","614"
"616","10","4","","System.Object[]","System.Object[]","0"
"617","10_0","4","","System.Object[]","System.Object[]","616"
"618","10_0_0","4","","System.Object[]","System.Object[]","617"
"619","Bm_s","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","618"
"620","Bm_k","2","id\texture\jpn\tenka\tenka_030_ID_HQ","System.Object[]","System.Object[]","618"
"621","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","618"
"622","10_0_0_0","4","","System.Object[]","System.Object[]","618"
"623","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","622"
"624","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","622"
"625","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","622"
"626","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","622"
"627","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","622"
"628","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","622"
"629","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","622"
"630","10_0_0_1","4","","System.Object[]","System.Object[]","618"
"631","Waribiki","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","630"
"632","10_0_1","4","","System.Object[]","System.Object[]","617"
"633","Bm_s","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","632"
