== PS3_GAME/USRDIR/nativePS3/rom/eng/title.arc  entries=357  endian=> version=8
  [ 267] id\texture\jpn\charasele_02\charasele_02_012_ID_HQ  type=0x241F5DEB comp=2469 raw=131092
  [ 268] id\texture\jpn\charasele_02\charasele_02_013_ID_HQ  type=0x241F5DEB comp=3326 raw=131092
  [ 269] id\texture\jpn\charasele_02\charasele_02_014_ID_HQ  type=0x241F5DEB comp=3228 raw=131092
  [ 270] id\texture\jpn\charasele_02\charasele_02_015_ID_HQ  type=0x241F5DEB comp=3635 raw=131092
  [ 271] id\texture\jpn\charasele_02\charasele_02_016_ID_HQ  type=0x241F5DEB comp=21271 raw=131092
  [ 272] id\texture\jpn\charasele_02\charasele_02_017_ID_HQ  type=0x241F5DEB comp=22068 raw=131092
  [ 273] id\texture\jpn\charasele_02\charasele_02_018_ID_HQ  type=0x241F5DEB comp=19382 raw=131092
  [ 274] id\texture\jpn\charasele_02\charasele_02_019_ID_HQ  type=0x241F5DEB comp=9647 raw=131092
  [ 275] id\texture\jpn\charasele_02\charasele_02_020_ID_HQ  type=0x241F5DEB comp=16602 raw=131092
  [ 276] id\texture\jpn\charasele_02\charasele_02_021_ID_HQ  type=0x241F5DEB comp=9526 raw=131092
  [ 277] id\texture\jpn\charasele_02\charasele_02_022_ID_HQ  type=0x241F5DEB comp=17903 raw=131092
  [ 278] id\texture\jpn\charasele_02\charasele_02_023_ID_HQ  type=0x241F5DEB comp=15974 raw=131092
  [ 279] id\texture\jpn\charasele_02\charasele_02_024_ID_HQ  type=0x241F5DEB comp=9109 raw=131092
  [ 280] id\texture\jpn\charasele_02\charasele_02_025_ID_HQ  type=0x241F5DEB comp=17383 raw=131092
  [ 281] id\texture\jpn\charasele_02\charasele_02_026_ID_HQ  type=0x241F5DEB comp=16035 raw=131092
  [ 282] id\texture\jpn\charasele_02\charasele_02_027_ID_HQ  type=0x241F5DEB comp=17822 raw=131092
  [ 283] id\texture\jpn\charasele_02\charasele_02_028_ID_HQ  type=0x241F5DEB comp=20602 raw=131092
  [ 284] id\texture\jpn\charasele_02\charasele_02_029_ID_HQ  type=0x241F5DEB comp=15235 raw=131092
  [ 285] id\texture\jpn\charasele_02\charasele_02_qqq_ID_HQ  type=0x241F5DEB comp=4285 raw=131092
  [ 286] id\texture\jpn\charasele_02\charasele_02_lock_ID_HQ  type=0x241F5DEB comp=18940 raw=131092
  [ 287] id\texture\jpn\title2\title2_000_ID_HQ  type=0x241F5DEB comp=143468 raw=262164
  [ 288] id\texture\jpn\title2\title2_001_ID_HQ  type=0x241F5DEB comp=133661 raw=262164
  [ 289] id\texture\jpn\title2\title2_002_ID_HQ  type=0x241F5DEB comp=146103 raw=262164
  [ 290] id\texture\jpn\title2\title2_003_ID_HQ  type=0x241F5DEB comp=160453 raw=262164
  [ 291] sound\stream\voice\pl_select\pl_select  type=0x167DBBFF comp=1742 raw=23202
  [ 292] stage\msel\cam\msel  type=0x39C52040 comp=24800 raw=31888
  [ 293] misc\tenka_sub_scene\sub_scene2  type=0x4323D83A comp=310 raw=1233
  [ 294] id\texture\jpn\title\title_004_ID_HQ  type=0x241F5DEB comp=19161 raw=131092
  [ 295] id\texture\jpn\title\title_000_ID_HQ  type=0x241F5DEB comp=72573 raw=524308
  [ 296] id\texture\jpn\title\title_003_ID_HQ  type=0x241F5DEB comp=95912 raw=524308
  [ 297] id\texture\jpn\title\title_002_ID_HQ  type=0x241F5DEB comp=105962 raw=262164
  [ 298] id\texture\jpn\title\title_001_ID_HQ  type=0x241F5DEB comp=13571 raw=131092
  [ 299] id\texture\jpn\common\common_001_ID_HQ  type=0x241F5DEB comp=15865 raw=131092
  [ 300] id\texture\jpn\title\title_007_ID_HQ  type=0x241F5DEB comp=27452 raw=262164
  [ 301] id\texture\jpn\title\title_008_ID_HQ  type=0x241F5DEB comp=188237 raw=1048596
  [ 302] id\texture\jpn\title\title_010_ID_HQ  type=0x241F5DEB comp=3335 raw=4116
  [ 303] id\texture\jpn\title\title_009_ID_HQ  type=0x241F5DEB comp=5337 raw=131092
  [ 304] id\dummy_BM  type=0x241F5DEB comp=281 raw=1044
  [ 305] id\texture\jpn\title\title_013_ID_HQ  type=0x241F5DEB comp=12715 raw=1048596
  [ 306] id\texture\jpn\title\title_005_ID_HQ  type=0x241F5DEB comp=26088 raw=524308
  [ 307] id\texture\jpn\title\title_006_ID_HQ  type=0x241F5DEB comp=18799 raw=524308
  [ 308] id\texture\jpn\title\title_014_ID_HQ  type=0x241F5DEB comp=31414 raw=131092
  [ 309] id\texture\jpn\title\title_011_ID_HQ  type=0x241F5DEB comp=14898 raw=131092
  [ 310] id\texture\jpn\title\title_012_ID_HQ  type=0x241F5DEB comp=46546 raw=262164
  [ 311] id\texture\jpn\title\title_015_ID_HQ  type=0x241F5DEB comp=41173 raw=262164
  [ 312] id\texture\jpn\title\title_016_ID_HQ  type=0x241F5DEB comp=100051 raw=524308
  [ 313] id\texture\jpn\title\title_017_ID_HQ  type=0x241F5DEB comp=43368 raw=524308
  [ 314] id\lsp\jpn\title\title  type=0x60DD1B16 comp=10253 raw=75792
  [ 315] id\lsp\jpn\title\color  type=0x60DD1B16 comp=789 raw=6336
  [ 316] id\texture\jpn\mode_select\mode_select_001_ID_HQ  type=0x241F5DEB comp=124098 raw=524308
  [ 317] id\texture\jpn\mode_select\mode_select_002_ID_HQ  type=0x241F5DEB comp=10768 raw=524308
  [ 318] id\texture\jpn\mode_select\mode_select_000_ID_HQ  type=0x241F5DEB comp=176817 raw=1048596
  [ 319] id\texture\jpn\mode_select\mode_select_003_ID_HQ  type=0x241F5DEB comp=153788 raw=1048596
  [ 320] id\lsp\jpn\mode_select\mode_select  type=0x60DD1B16 comp=5037 raw=46300
  [ 321] id\texture\jpn\tenka_makura\tenka_makura00_ID_HQ  type=0x241F5DEB comp=3040 raw=32788
  [ 322] id\lsp\jpn\tenka_makura\tenka_makura01  type=0x60DD1B16 comp=1057 raw=7748
  [ 323] id\texture\jpn\common\common_003_ID_HQ  type=0x241F5DEB comp=49402 raw=131092
  [ 324] id\texture\jpn\common\common_000_ID_HQ  type=0x241F5DEB comp=60767 raw=524308
  [ 325] id\texture\jpn\common\common_024_ID_HQ  type=0x241F5DEB comp=9185 raw=65556
  [ 326] id\texture\jpn\common\common_007_ID_HQ  type=0x241F5DEB comp=21931 raw=262164
  [ 327] id\texture\jpn\common\common_022_ID_HQ  type=0x241F5DEB comp=23686 raw=131092
  [ 328] id\texture\jpn\common\common_023_ID_HQ  type=0x241F5DEB comp=21520 raw=65556
  [ 329] id\texture\jpn\common\common_014_ID_HQ  type=0x241F5DEB comp=10261 raw=131092
  [ 330] id\texture\jpn\common\common_008_ID_HQ  type=0x241F5DEB comp=21169 raw=65556
  [ 331] id\texture\jpn\common\common_015_ID_HQ  type=0x241F5DEB comp=9274 raw=32788
  [ 332] id\texture\jpn\common\common_010_ID_HQ  type=0x241F5DEB comp=6041 raw=32788
  [ 333] id\texture\jpn\common\common_005_ID_HQ  type=0x241F5DEB comp=722 raw=32788
  [ 334] id\texture\jpn\common\common_002_ID_HQ  type=0x241F5DEB comp=9200 raw=32788
  [ 335] id\texture\jpn\tenka\tenka_014_ID_HQ  type=0x241F5DEB comp=767 raw=16404
  [ 336] id\texture\jpn\result\result_005_ID_HQ  type=0x241F5DEB comp=137892 raw=524308
  [ 337] id\texture\jpn\common\common_017_ID_HQ  type=0x241F5DEB comp=2686 raw=8212
  [ 338] id\texture\jpn\common\common_009_ID_HQ  type=0x241F5DEB comp=8672 raw=32788
  [ 339] id\texture\jpn\common\common_021_ID_HQ  type=0x241F5DEB comp=4011 raw=65556
  [ 340] id\texture\jpn\common\common_025_ID_HQ  type=0x241F5DEB comp=3888 raw=8212
  [ 341] id\lsp\jpn\common\common_00  type=0x60DD1B16 comp=4549 raw=50840
  [ 342] misc\otomo\list  type=0x398BD2C5 comp=1150 raw=2430
  [ 343] msg\id_title\jpn\id_title  type=0x1D609FFB comp=693 raw=1504
  [ 344] msg\id_title\jpn\id_title  type=0x10C460E6 comp=677 raw=1966
  [ 345] msg\id_title\jpn\id_title  type=0x2EA515BF comp=548 raw=10320
  [ 346] msg\id_title\jpn\id_title_00_ID_HQ  type=0x241F5DEB comp=13948 raw=262164
  [ 347] msg\id_title\jpn\id_title_01_ID_HQ  type=0x241F5DEB comp=11503 raw=262164
  [ 348] msg\id_title\jpn\id_title_02_ID_HQ  type=0x241F5DEB comp=28739 raw=262164
  [ 349] msg\id_title\jpn\id_title_03_ID_HQ  type=0x241F5DEB comp=30707 raw=262164
  [ 350] msg\id_title\jpn\id_title_04_ID_HQ  type=0x241F5DEB comp=30859 raw=262164
  [ 351] msg\id_title\jpn\id_title_05_ID_HQ  type=0x241F5DEB comp=24885 raw=262164
  [ 352] msg\id_title\jpn\id_title  type=0x5E0EF076 comp=155 raw=264
  [ 353] msg\id_title\jpn\id_title_r  type=0x10C460E6 comp=17 raw=24
  [ 354] msg\id_title\jpn\id_title_r  type=0x2EA515BF comp=33 raw=96
  [ 355] Fade\fade_in  type=0x4C0DB839 comp=114 raw=187
  [ 356] id\lsp\com\fade  type=0x60DD1B16 comp=200 raw=1224
== PS3_GAME/USRDIR/nativePS3/rom/eng/startup.arc  entries=21  endian=> version=8
  [   0] msg\font  type=0x6005E229 comp=37 raw=80
  [   1] msg\ascii\jpn\ascii  type=0x1D609FFB comp=693 raw=1504
  [   2] msg\ascii\jpn\ascii  type=0x10C460E6 comp=305 raw=468
  [   3] msg\ascii\jpn\ascii  type=0x2EA515BF comp=137 raw=860
  [   4] msg\ascii\jpn\ascii_00_ID_HQ  type=0x619CF7E7 comp=8 raw=8
  [   5] msg\ascii\jpn\ascii_00_ID_HQ  type=0x241F5DEB comp=13948 raw=262164
  [   6] msg\ascii\jpn\ascii_01_ID_HQ  type=0x619CF7E7 comp=8 raw=8
  [   7] msg\ascii\jpn\ascii_01_ID_HQ  type=0x241F5DEB comp=11503 raw=262164
  [   8] msg\ascii\jpn\ascii  type=0x5E0EF076 comp=155 raw=264
  [   9] msg\ascii\jpn\ascii_r  type=0x10C460E6 comp=17 raw=24
  [  10] msg\ascii\jpn\ascii_r  type=0x2EA515BF comp=33 raw=96
  [  11] msg\ascii\eng\ascii  type=0x1D609FFB comp=693 raw=1504
  [  12] msg\ascii\eng\ascii  type=0x10C460E6 comp=305 raw=468
  [  13] msg\ascii\eng\ascii  type=0x2EA515BF comp=137 raw=860
  [  14] msg\ascii\eng\ascii_00_ID_HQ  type=0x619CF7E7 comp=8 raw=8
  [  15] msg\ascii\eng\ascii_00_ID_HQ  type=0x241F5DEB comp=13948 raw=262164
  [  16] msg\ascii\eng\ascii_01_ID_HQ  type=0x619CF7E7 comp=8 raw=8
  [  17] msg\ascii\eng\ascii_01_ID_HQ  type=0x241F5DEB comp=11503 raw=262164
  [  18] msg\ascii\eng\ascii  type=0x5E0EF076 comp=155 raw=264
  [  19] msg\ascii\eng\ascii_r  type=0x10C460E6 comp=17 raw=24
  [  20] msg\ascii\eng\ascii_r  type=0x2EA515BF comp=33 raw=96
== PS3_GAME/USRDIR/nativePS3/rom/eng/title_id.arc  entries=169  endian=> version=8
  [   0] id\texture\jpn\charasele_01\charasele_01_000_ID_HQ  type=0x241F5DEB comp=249988 raw=1048596
  [   1] id\texture\jpn\charasele_02\charasele_02_000_ID_HQ  type=0x241F5DEB comp=3374 raw=131092
  [   2] id\texture\jpn\kamon\kamon_000_ID_HQ  type=0x241F5DEB comp=56926 raw=262164
  [   3] id\texture\jpn\army\army_000_ID_HQ  type=0x241F5DEB comp=4587 raw=16404
  [   4] rom\eng\common\pl_face\pl000  type=0x73850D05 comp=40 raw=40
  [   5] id\texture\jpn\charasele_01\charasele_01_001_ID_HQ  type=0x241F5DEB comp=255408 raw=1048596
  [   6] id\texture\jpn\charasele_02\charasele_02_001_ID_HQ  type=0x241F5DEB comp=2953 raw=131092
  [   7] id\texture\jpn\kamon\kamon_001_ID_HQ  type=0x241F5DEB comp=13586 raw=262164
  [   8] id\texture\jpn\army\army_001_ID_HQ  type=0x241F5DEB comp=4404 raw=16404
  [   9] rom\eng\common\pl_face\pl001  type=0x73850D05 comp=40 raw=40
  [  10] id\texture\jpn\charasele_01\charasele_01_002_ID_HQ  type=0x241F5DEB comp=178552 raw=1048596
  [  11] id\texture\jpn\charasele_02\charasele_02_002_ID_HQ  type=0x241F5DEB comp=2986 raw=131092
  [  12] id\texture\jpn\kamon\kamon_002_ID_HQ  type=0x241F5DEB comp=24056 raw=262164
  [  13] id\texture\jpn\army\army_002_ID_HQ  type=0x241F5DEB comp=4772 raw=16404
  [  14] rom\eng\common\pl_face\pl002  type=0x73850D05 comp=40 raw=40
  [  15] id\texture\jpn\charasele_01\charasele_01_003_ID_HQ  type=0x241F5DEB comp=240876 raw=1048596
  [  16] id\texture\jpn\charasele_02\charasele_02_003_ID_HQ  type=0x241F5DEB comp=3326 raw=131092
  [  17] id\texture\jpn\kamon\kamon_003_ID_HQ  type=0x241F5DEB comp=47746 raw=262164
  [  18] id\texture\jpn\army\army_003_ID_HQ  type=0x241F5DEB comp=3845 raw=16404
  [  19] rom\eng\common\pl_face\pl003  type=0x73850D05 comp=40 raw=40
  [  20] id\texture\jpn\charasele_01\charasele_01_004_ID_HQ  type=0x241F5DEB comp=212396 raw=1048596
  [  21] id\texture\jpn\charasele_02\charasele_02_004_ID_HQ  type=0x241F5DEB comp=3751 raw=131092
  [  22] id\texture\jpn\kamon\kamon_004_ID_HQ  type=0x241F5DEB comp=21163 raw=262164
  [  23] id\texture\jpn\army\army_004_ID_HQ  type=0x241F5DEB comp=3676 raw=16404
  [  24] rom\eng\common\pl_face\pl004  type=0x73850D05 comp=40 raw=40
  [  25] id\texture\jpn\charasele_01\charasele_01_005_ID_HQ  type=0x241F5DEB comp=275298 raw=1048596
  [  26] id\texture\jpn\charasele_02\charasele_02_005_ID_HQ  type=0x241F5DEB comp=3538 raw=131092
  [  27] id\texture\jpn\kamon\kamon_005_ID_HQ  type=0x241F5DEB comp=54167 raw=262164
  [  28] id\texture\jpn\army\army_005_ID_HQ  type=0x241F5DEB comp=3944 raw=16404
  [  29] rom\eng\common\pl_face\pl005  type=0x73850D05 comp=40 raw=40
  [  30] id\texture\jpn\charasele_01\charasele_01_006_ID_HQ  type=0x241F5DEB comp=400819 raw=1048596
  [  31] id\texture\jpn\charasele_02\charasele_02_006_ID_HQ  type=0x241F5DEB comp=3587 raw=131092
  [  32] id\texture\jpn\kamon\kamon_006_ID_HQ  type=0x241F5DEB comp=21015 raw=262164
  [  33] id\texture\jpn\army\army_006_ID_HQ  type=0x241F5DEB comp=4352 raw=16404
  [  34] rom\eng\common\pl_face\pl006  type=0x73850D05 comp=40 raw=40
  [  35] id\texture\jpn\charasele_01\charasele_01_007_ID_HQ  type=0x241F5DEB comp=169201 raw=1048596
  [  36] id\texture\jpn\charasele_02\charasele_02_007_ID_HQ  type=0x241F5DEB comp=3242 raw=131092
  [  37] id\texture\jpn\kamon\kamon_007_ID_HQ  type=0x241F5DEB comp=5311 raw=262164
  [  38] id\texture\jpn\army\army_007_ID_HQ  type=0x241F5DEB comp=4078 raw=16404
  [  39] rom\eng\common\pl_face\pl007  type=0x73850D05 comp=40 raw=40
  [  40] id\texture\jpn\charasele_01\charasele_01_008_ID_HQ  type=0x241F5DEB comp=203857 raw=1048596
  [  41] id\texture\jpn\charasele_02\charasele_02_008_ID_HQ  type=0x241F5DEB comp=3336 raw=131092
  [  42] id\texture\jpn\kamon\kamon_008_ID_HQ  type=0x241F5DEB comp=32446 raw=262164
  [  43] id\texture\jpn\army\army_008_ID_HQ  type=0x241F5DEB comp=4225 raw=16404
  [  44] rom\eng\common\pl_face\pl008  type=0x73850D05 comp=40 raw=40
  [  45] id\texture\jpn\charasele_01\charasele_01_009_ID_HQ  type=0x241F5DEB comp=372814 raw=1048596
  [  46] id\texture\jpn\charasele_02\charasele_02_009_ID_HQ  type=0x241F5DEB comp=3422 raw=131092
  [  47] id\texture\jpn\kamon\kamon_009_ID_HQ  type=0x241F5DEB comp=35099 raw=262164
  [  48] id\texture\jpn\army\army_009_ID_HQ  type=0x241F5DEB comp=4790 raw=16404
  [  49] rom\eng\common\pl_face\pl009  type=0x73850D05 comp=40 raw=40
  [  50] id\texture\jpn\charasele_01\charasele_01_010_ID_HQ  type=0x241F5DEB comp=342355 raw=1048596
  [  51] id\texture\jpn\charasele_02\charasele_02_010_ID_HQ  type=0x241F5DEB comp=3470 raw=131092
  [  52] id\texture\jpn\kamon\kamon_010_ID_HQ  type=0x241F5DEB comp=62216 raw=262164
  [  53] rom\eng\common\pl_face\pl010  type=0x73850D05 comp=40 raw=40
  [  54] id\texture\jpn\charasele_01\charasele_01_011_ID_HQ  type=0x241F5DEB comp=317824 raw=1048596
  [  55] id\texture\jpn\charasele_02\charasele_02_011_ID_HQ  type=0x241F5DEB comp=3061 raw=131092
  [  56] id\texture\jpn\kamon\kamon_011_ID_HQ  type=0x241F5DEB comp=11793 raw=262164
  [  57] id\texture\jpn\army\army_010_ID_HQ  type=0x241F5DEB comp=4665 raw=16404
  [  58] rom\eng\common\pl_face\pl011  type=0x73850D05 comp=40 raw=40
  [  59] id\texture\jpn\charasele_01\charasele_01_012_ID_HQ  type=0x241F5DEB comp=503811 raw=1048596
  [  60] id\texture\jpn\charasele_02\charasele_02_012_ID_HQ  type=0x241F5DEB comp=2469 raw=131092
  [  61] id\texture\jpn\kamon\kamon_012_ID_HQ  type=0x241F5DEB comp=28748 raw=262164
  [  62] id\texture\jpn\army\army_011_ID_HQ  type=0x241F5DEB comp=4932 raw=16404
  [  63] rom\eng\common\pl_face\pl012  type=0x73850D05 comp=40 raw=40
  [  64] id\texture\jpn\charasele_01\charasele_01_013_ID_HQ  type=0x241F5DEB comp=267412 raw=1048596
  [  65] id\texture\jpn\charasele_02\charasele_02_013_ID_HQ  type=0x241F5DEB comp=3326 raw=131092
  [  66] id\texture\jpn\kamon\kamon_013_ID_HQ  type=0x241F5DEB comp=11100 raw=262164
  [  67] id\texture\jpn\army\army_012_ID_HQ  type=0x241F5DEB comp=4321 raw=16404
  [  68] rom\eng\common\pl_face\pl013  type=0x73850D05 comp=40 raw=40
  [  69] id\texture\jpn\charasele_01\charasele_01_014_ID_HQ  type=0x241F5DEB comp=435002 raw=1048596
  [  70] id\texture\jpn\charasele_02\charasele_02_014_ID_HQ  type=0x241F5DEB comp=3228 raw=131092
  [  71] id\texture\jpn\kamon\kamon_014_ID_HQ  type=0x241F5DEB comp=38493 raw=262164
  [  72] rom\eng\common\pl_face\pl014  type=0x73850D05 comp=40 raw=40
  [  73] id\texture\jpn\charasele_01\charasele_01_015_ID_HQ  type=0x241F5DEB comp=554567 raw=1048596
  [  74] id\texture\jpn\charasele_02\charasele_02_015_ID_HQ  type=0x241F5DEB comp=3635 raw=131092
  [  75] id\texture\jpn\kamon\kamon_015_ID_HQ  type=0x241F5DEB comp=28748 raw=262164
  [  76] id\texture\jpn\army\army_022_ID_HQ  type=0x241F5DEB comp=4762 raw=16404
  [  77] rom\eng\common\pl_face\pl015  type=0x73850D05 comp=40 raw=40
  [  78] id\texture\jpn\charasele_01\charasele_01_016_ID_HQ  type=0x241F5DEB comp=395163 raw=1048596
  [  79] id\texture\jpn\charasele_02\charasele_02_016_ID_HQ  type=0x241F5DEB comp=21271 raw=131092
  [  80] id\texture\jpn\kamon\kamon_016_ID_HQ  type=0x241F5DEB comp=34556 raw=262164
  [  81] id\texture\jpn\army\army_015_ID_HQ  type=0x241F5DEB comp=3752 raw=16404
  [  82] rom\eng\common\pl_face\pl016  type=0x73850D05 comp=40 raw=40
  [  83] id\texture\jpn\charasele_01\charasele_01_017_ID_HQ  type=0x241F5DEB comp=191308 raw=1048596
  [  84] id\texture\jpn\charasele_02\charasele_02_017_ID_HQ  type=0x241F5DEB comp=22068 raw=131092
  [  85] id\texture\jpn\kamon\kamon_017_ID_HQ  type=0x241F5DEB comp=25442 raw=262164
  [  86] id\texture\jpn\army\army_016_ID_HQ  type=0x241F5DEB comp=4378 raw=16404
  [  87] rom\eng\common\pl_face\pl017  type=0x73850D05 comp=40 raw=40
  [  88] id\texture\jpn\charasele_01\charasele_01_018_ID_HQ  type=0x241F5DEB comp=278473 raw=1048596
  [  89] id\texture\jpn\charasele_02\charasele_02_018_ID_HQ  type=0x241F5DEB comp=19382 raw=131092
  [  90] id\texture\jpn\kamon\kamon_018_ID_HQ  type=0x241F5DEB comp=10220 raw=262164
  [  91] id\texture\jpn\army\army_014_ID_HQ  type=0x241F5DEB comp=4489 raw=16404
  [  92] rom\eng\common\pl_face\pl018  type=0x73850D05 comp=40 raw=40
  [  93] id\texture\jpn\charasele_01\charasele_01_019_ID_HQ  type=0x241F5DEB comp=192254 raw=1048596
  [  94] id\texture\jpn\charasele_02\charasele_02_019_ID_HQ  type=0x241F5DEB comp=9647 raw=131092
  [  95] id\texture\jpn\kamon\kamon_019_ID_HQ  type=0x241F5DEB comp=15814 raw=262164
  [  96] rom\eng\common\pl_face\pl019  type=0x73850D05 comp=40 raw=40
  [  97] id\texture\jpn\charasele_01\charasele_01_020_ID_HQ  type=0x241F5DEB comp=275715 raw=1048596
  [  98] id\texture\jpn\charasele_02\charasele_02_020_ID_HQ  type=0x241F5DEB comp=16602 raw=131092
  [  99] id\texture\jpn\kamon\kamon_020_ID_HQ  type=0x241F5DEB comp=45960 raw=262164
  [ 100] rom\eng\common\pl_face\pl020  type=0x73850D05 comp=40 raw=40
  [ 101] id\texture\jpn\charasele_01\charasele_01_021_ID_HQ  type=0x241F5DEB comp=172783 raw=1048596
  [ 102] id\texture\jpn\charasele_02\charasele_02_021_ID_HQ  type=0x241F5DEB comp=9526 raw=131092
  [ 103] id\texture\jpn\kamon\kamon_021_ID_HQ  type=0x241F5DEB comp=45960 raw=262164
  [ 104] rom\eng\common\pl_face\pl021  type=0x73850D05 comp=40 raw=40
  [ 105] id\texture\jpn\charasele_01\charasele_01_022_ID_HQ  type=0x241F5DEB comp=231720 raw=1048596
  [ 106] id\texture\jpn\charasele_02\charasele_02_022_ID_HQ  type=0x241F5DEB comp=17903 raw=131092
  [ 107] id\texture\jpn\kamon\kamon_022_ID_HQ  type=0x241F5DEB comp=13586 raw=262164
  [ 108] rom\eng\common\pl_face\pl022  type=0x73850D05 comp=40 raw=40
  [ 109] id\texture\jpn\charasele_01\charasele_01_023_ID_HQ  type=0x241F5DEB comp=247404 raw=1048596
  [ 110] id\texture\jpn\charasele_02\charasele_02_023_ID_HQ  type=0x241F5DEB comp=15974 raw=131092
  [ 111] id\texture\jpn\kamon\kamon_023_ID_HQ  type=0x241F5DEB comp=56926 raw=262164
  [ 112] rom\eng\common\pl_face\pl023  type=0x73850D05 comp=40 raw=40
  [ 113] id\texture\jpn\charasele_01\charasele_01_024_ID_HQ  type=0x241F5DEB comp=173033 raw=1048596
  [ 114] id\texture\jpn\charasele_02\charasele_02_024_ID_HQ  type=0x241F5DEB comp=9109 raw=131092
  [ 115] id\texture\jpn\kamon\kamon_024_ID_HQ  type=0x241F5DEB comp=16685 raw=262164
  [ 116] id\texture\jpn\army\army_013_ID_HQ  type=0x241F5DEB comp=4071 raw=16404
  [ 117] rom\eng\common\pl_face\pl024  type=0x73850D05 comp=40 raw=40
  [ 118] id\texture\jpn\charasele_01\charasele_01_025_ID_HQ  type=0x241F5DEB comp=250561 raw=1048596
  [ 119] id\texture\jpn\charasele_02\charasele_02_025_ID_HQ  type=0x241F5DEB comp=17383 raw=131092
  [ 120] id\texture\jpn\kamon\kamon_025_ID_HQ  type=0x241F5DEB comp=16685 raw=262164
  [ 121] rom\eng\common\pl_face\pl025  type=0x73850D05 comp=40 raw=40
  [ 122] id\texture\jpn\charasele_01\charasele_01_026_ID_HQ  type=0x241F5DEB comp=332863 raw=1048596
  [ 123] id\texture\jpn\charasele_02\charasele_02_026_ID_HQ  type=0x241F5DEB comp=16035 raw=131092
  [ 124] id\texture\jpn\kamon\kamon_026_ID_HQ  type=0x241F5DEB comp=5073 raw=262164
  [ 125] rom\eng\common\pl_face\pl026  type=0x73850D05 comp=40 raw=40
  [ 126] id\texture\jpn\charasele_01\charasele_01_027_ID_HQ  type=0x241F5DEB comp=294364 raw=1048596
  [ 127] id\texture\jpn\charasele_02\charasele_02_027_ID_HQ  type=0x241F5DEB comp=17822 raw=131092
  [ 128] id\texture\jpn\kamon\kamon_027_ID_HQ  type=0x241F5DEB comp=8597 raw=262164
  [ 129] rom\eng\common\pl_face\pl027  type=0x73850D05 comp=40 raw=40
  [ 130] id\texture\jpn\charasele_01\charasele_01_028_ID_HQ  type=0x241F5DEB comp=223857 raw=1048596
  [ 131] id\texture\jpn\charasele_02\charasele_02_028_ID_HQ  type=0x241F5DEB comp=20602 raw=131092
  [ 132] id\texture\jpn\kamon\kamon_028_ID_HQ  type=0x241F5DEB comp=33915 raw=262164
  [ 133] id\texture\jpn\army\army_026_ID_HQ  type=0x241F5DEB comp=3682 raw=16404
  [ 134] rom\eng\common\pl_face\pl028  type=0x73850D05 comp=40 raw=40
  [ 135] id\texture\jpn\charasele_01\charasele_01_029_ID_HQ  type=0x241F5DEB comp=183730 raw=1048596
  [ 136] id\texture\jpn\charasele_02\charasele_02_029_ID_HQ  type=0x241F5DEB comp=15235 raw=131092
  [ 137] id\texture\jpn\kamon\kamon_029_ID_HQ  type=0x241F5DEB comp=34556 raw=262164
  [ 138] rom\eng\common\pl_face\pl029  type=0x73850D05 comp=40 raw=40
  [ 139] id\texture\jpn\charasele_01\charasele_01_qqq_ID_HQ  type=0x241F5DEB comp=151123 raw=1048596
  [ 140] id\texture\jpn\charasele_02\charasele_02_qqq_ID_HQ  type=0x241F5DEB comp=4285 raw=131092
  [ 141] id\texture\jpn\charasele_02\charasele_02_lock_ID_HQ  type=0x241F5DEB comp=18940 raw=131092
  [ 142] rom\eng\common\pl_face\pl_random  type=0x73850D05 comp=32 raw=32
  [ 143] id\texture\jpn\mode_select\mode_select_000_ID_HQ  type=0x241F5DEB comp=175851 raw=1048596
  [ 144] id\texture\jpn\mode_select\mode_select_003_ID_HQ  type=0x241F5DEB comp=132084 raw=1048596
  [ 145] id\lsp\jpn\mode_select\mode_select  type=0x60DD1B16 comp=5037 raw=46300
  [ 146] id\texture\jpn\common\common_000_ID_HQ  type=0x241F5DEB comp=59000 raw=524308
  [ 147] msg\id_title\jpn\id_title  type=0x1D609FFB comp=1295 raw=4032
  [ 148] msg\id_title\jpn\id_title  type=0x10C460E6 comp=2992 raw=5930
  [ 149] msg\id_title\jpn\id_title  type=0x2EA515BF comp=422 raw=5788
  [ 150] msg\id_title\jpn\id_title_00_ID_HQ  type=0x241F5DEB comp=21285 raw=262164
  [ 151] msg\id_title\jpn\id_title_01_ID_HQ  type=0x241F5DEB comp=23997 raw=262164
  [ 152] msg\id_title\jpn\id_title_02_ID_HQ  type=0x241F5DEB comp=28739 raw=262164
  [ 153] msg\id_title\jpn\id_title_03_ID_HQ  type=0x241F5DEB comp=30707 raw=262164
  [ 154] msg\id_title\jpn\id_title_04_ID_HQ  type=0x241F5DEB comp=30859 raw=262164
  [ 155] msg\id_title\jpn\id_title_05_ID_HQ  type=0x241F5DEB comp=24885 raw=262164
  [ 156] msg\id_title\jpn\id_title  type=0x5E0EF076 comp=87 raw=264
  [ 157] msg\id_title\jpn\id_title_r  type=0x10C460E6 comp=17 raw=24
  [ 158] msg\id_title\jpn\id_title_r  type=0x2EA515BF comp=33 raw=96
  [ 159] msg\id_title\eng\id_title  type=0x10C460E6 comp=605 raw=1800
  [ 160] msg\id_title\eng\id_title  type=0x2EA515BF comp=545 raw=10320
