archive,utage_index,utage_name,texture_key,category,utage_sha256,jpn_sha256,sh_sha256,utage_equals_jpn,utage_equals_sh,sh_equals_jpn,sh_index,sh_name,geometry_match,utage_width,utage_height,utage_format,sh_width,sh_height,sh_format
friend_029.arc,1,id\texture\jpn\cp_name_pl\cp_name_pl_029_ID_HQ,cp_name_pl_029_id_hq,untranslated_sh_donor_differs,4efbb6f93dcf9d9a2b77cb4e949b1787f1f98b5c0b7039c365a4cf13b37baa43,4efbb6f93dcf9d9a2b77cb4e949b1787f1f98b5c0b7039c365a4cf13b37baa43,76cd3f7e83a31c5409f0f6c97193a167f7c32bbcfc9573df7f2622dedd332131,True,False,False,1,id\texture\eng\cp_name_pl\cp_name_pl_029_ID_HQ,True,256,64,DXT5,256,64,DXT5
friend_030.arc,0,id\texture\jpn\cp_nakama\cp_nakama_007_ID_HQ,cp_nakama_007_id_hq,untranslated_sh_donor_differs,24a8158d418b0f0123ed61490b8a53e9d7312409e37fc8482913cd36ed4adb0b,24a8158d418b0f0123ed61490b8a53e9d7312409e37fc8482913cd36ed4adb0b,2324d618dc39022c002f535f9fabadb5cf33316b55744ed04dfa0481eadcd201,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_007_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_030.arc,1,id\texture\jpn\cp_name_pl\cp_name_pl_100_ID_HQ,cp_name_pl_100_id_hq,utage_only_no_sh_texture,ede2a3c62e0d8f1b8fdd7605567bd910739187a9a3f0ad60fcf87aafd13abab8,ede2a3c62e0d8f1b8fdd7605567bd910739187a9a3f0ad60fcf87aafd13abab8,,True,False,False,,,False,256,64,DXT5,,,
friend_031.arc,0,id\texture\jpn\cp_nakama\cp_nakama_007_ID_HQ,cp_nakama_007_id_hq,untranslated_sh_donor_differs,24a8158d418b0f0123ed61490b8a53e9d7312409e37fc8482913cd36ed4adb0b,24a8158d418b0f0123ed61490b8a53e9d7312409e37fc8482913cd36ed4adb0b,2324d618dc39022c002f535f9fabadb5cf33316b55744ed04dfa0481eadcd201,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_007_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_031.arc,1,id\texture\jpn\cp_name_pl\cp_name_pl_101_ID_HQ,cp_name_pl_101_id_hq,utage_only_no_sh_texture,60e611c920560dbea97dcc11285e6965b40b20d4b3fc58e9639706921dadde1d,60e611c920560dbea97dcc11285e6965b40b20d4b3fc58e9639706921dadde1d,,True,False,False,,,False,256,64,DXT5,,,
friend_032.arc,0,id\texture\jpn\cp_nakama\cp_nakama_008_ID_HQ,cp_nakama_008_id_hq,untranslated_sh_donor_differs,bb212b5f57a3a0c51e64910a6073fa4415299c4c806ab59748faf527e8a3c4dd,bb212b5f57a3a0c51e64910a6073fa4415299c4c806ab59748faf527e8a3c4dd,cbd38636b5877c4270752f60240f881cdf20c5e8fb6d166d411e0890cf982615,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_008_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_032.arc,1,id\texture\jpn\cp_name_pl\cp_name_pl_102_ID_HQ,cp_name_pl_102_id_hq,utage_only_no_sh_texture,e32f94f0d051f8beb614e4a3228d1baa10c7172a2f5b6c4189522797be88f098,e32f94f0d051f8beb614e4a3228d1baa10c7172a2f5b6c4189522797be88f098,,True,False,False,,,False,256,64,DXT5,,,
friend_033.arc,0,id\texture\jpn\cp_nakama\cp_nakama_008_ID_HQ,cp_nakama_008_id_hq,untranslated_sh_donor_differs,bb212b5f57a3a0c51e64910a6073fa4415299c4c806ab59748faf527e8a3c4dd,bb212b5f57a3a0c51e64910a6073fa4415299c4c806ab59748faf527e8a3c4dd,cbd38636b5877c4270752f60240f881cdf20c5e8fb6d166d411e0890cf982615,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_008_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_033.arc,1,id\texture\jpn\cp_name_pl\cp_name_pl_104_ID_HQ,cp_name_pl_104_id_hq,utage_only_no_sh_texture,636320576c9361a74f8045b7c9b3a0e17c9165aad512de855e5339935d74bd39,636320576c9361a74f8045b7c9b3a0e17c9165aad512de855e5339935d74bd39,,True,False,False,,,False,256,64,DXT5,,,
friend_034.arc,0,id\texture\jpn\cp_nakama\cp_nakama_008_ID_HQ,cp_nakama_008_id_hq,untranslated_sh_donor_differs,bb212b5f57a3a0c51e64910a6073fa4415299c4c806ab59748faf527e8a3c4dd,bb212b5f57a3a0c51e64910a6073fa4415299c4c806ab59748faf527e8a3c4dd,cbd38636b5877c4270752f60240f881cdf20c5e8fb6d166d411e0890cf982615,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_008_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_034.arc,1,id\texture\jpn\cp_name_pl\cp_name_pl_105_ID_HQ,cp_name_pl_105_id_hq,utage_only_no_sh_texture,b7ca48f0e2cb8a887ce16ae233bd960e117bcc852d9515f8d34e3d1b6518772c,b7ca48f0e2cb8a887ce16ae233bd960e117bcc852d9515f8d34e3d1b6518772c,,True,False,False,,,False,256,64,DXT5,,,
friend_035.arc,0,id\texture\jpn\cp_nakama\cp_nakama_008_ID_HQ,cp_nakama_008_id_hq,untranslated_sh_donor_differs,bb212b5f57a3a0c51e64910a6073fa4415299c4c806ab59748faf527e8a3c4dd,bb212b5f57a3a0c51e64910a6073fa4415299c4c806ab59748faf527e8a3c4dd,cbd38636b5877c4270752f60240f881cdf20c5e8fb6d166d411e0890cf982615,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_008_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_035.arc,1,id\texture\jpn\cp_name_pl\cp_name_pl_106_ID_HQ,cp_name_pl_106_id_hq,utage_only_no_sh_texture,2bc7039e4c92e66f132c0c83aae37ec8415d942700f2a2fe60cda6e0d96fab86,2bc7039e4c92e66f132c0c83aae37ec8415d942700f2a2fe60cda6e0d96fab86,,True,False,False,,,False,256,64,DXT5,,,
friend_036.arc,0,id\texture\jpn\cp_nakama\cp_nakama_009_ID_HQ,cp_nakama_009_id_hq,untranslated_sh_donor_differs,304cff75e811b961b68ccaacf38ebc3d9183e41f4690560e4349cf36542110a6,304cff75e811b961b68ccaacf38ebc3d9183e41f4690560e4349cf36542110a6,2e8626a4125911cabf9e3fe2398a4e6de7b60b704c4a2b6e2773c0d66d0dd8b7,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_009_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_036.arc,1,id\texture\jpn\cp_name_pl\cp_name_pl_107_ID_HQ,cp_name_pl_107_id_hq,utage_only_no_sh_texture,e4a72235692b1c36b667cea3612e5697c6780db69115631369cb67861a514a3a,e4a72235692b1c36b667cea3612e5697c6780db69115631369cb67861a514a3a,,True,False,False,,,False,256,64,DXT5,,,
friend_037.arc,0,id\texture\jpn\cp_nakama\cp_nakama_009_ID_HQ,cp_nakama_009_id_hq,untranslated_sh_donor_differs,304cff75e811b961b68ccaacf38ebc3d9183e41f4690560e4349cf36542110a6,304cff75e811b961b68ccaacf38ebc3d9183e41f4690560e4349cf36542110a6,2e8626a4125911cabf9e3fe2398a4e6de7b60b704c4a2b6e2773c0d66d0dd8b7,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_009_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_037.arc,1,id\texture\jpn\cp_name_pl\cp_name_pl_107_ID_HQ,cp_name_pl_107_id_hq,utage_only_no_sh_texture,e4a72235692b1c36b667cea3612e5697c6780db69115631369cb67861a514a3a,e4a72235692b1c36b667cea3612e5697c6780db69115631369cb67861a514a3a,,True,False,False,,,False,256,64,DXT5,,,
friend_038.arc,0,id\texture\jpn\cp_nakama\cp_nakama_009_ID_HQ,cp_nakama_009_id_hq,untranslated_sh_donor_differs,304cff75e811b961b68ccaacf38ebc3d9183e41f4690560e4349cf36542110a6,304cff75e811b961b68ccaacf38ebc3d9183e41f4690560e4349cf36542110a6,2e8626a4125911cabf9e3fe2398a4e6de7b60b704c4a2b6e2773c0d66d0dd8b7,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_009_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_038.arc,1,id\texture\jpn\cp_name_pl\cp_name_pl_107_ID_HQ,cp_name_pl_107_id_hq,utage_only_no_sh_texture,e4a72235692b1c36b667cea3612e5697c6780db69115631369cb67861a514a3a,e4a72235692b1c36b667cea3612e5697c6780db69115631369cb67861a514a3a,,True,False,False,,,False,256,64,DXT5,,,
friend_039.arc,0,id\texture\jpn\cp_nakama\cp_nakama_009_ID_HQ,cp_nakama_009_id_hq,untranslated_sh_donor_differs,304cff75e811b961b68ccaacf38ebc3d9183e41f4690560e4349cf36542110a6,304cff75e811b961b68ccaacf38ebc3d9183e41f4690560e4349cf36542110a6,2e8626a4125911cabf9e3fe2398a4e6de7b60b704c4a2b6e2773c0d66d0dd8b7,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_009_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_039.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_009_ID_HQ,cp_name_nak_009_id_hq,untranslated_sh_donor_differs,5c10f4b8f51977d702fb2195ed7058c1dd832dd62087645bd91793142dd21c6d,5c10f4b8f51977d702fb2195ed7058c1dd832dd62087645bd91793142dd21c6d,998d601f748a78c4255f11ef6c1c3c43b76bafc6fb83bcdb8a6ef38b15070ab6,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_009_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_040.arc,0,id\texture\jpn\cp_nakama\cp_nakama_010_ID_HQ,cp_nakama_010_id_hq,untranslated_sh_donor_differs,dc31ed9c453b36f4c0f27184f43f44506b69eb02b0a2459561655039b5db5729,dc31ed9c453b36f4c0f27184f43f44506b69eb02b0a2459561655039b5db5729,b40ed2151884f6cda9365a40b02006d01a19892db5ecd83a97db66280b89e57d,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_010_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_040.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_010_ID_HQ,cp_name_nak_010_id_hq,untranslated_sh_donor_differs,41f94a1deb6db37c7a0e6eba0503132a48cb5059129e6a1b5e89e5f5097e7327,41f94a1deb6db37c7a0e6eba0503132a48cb5059129e6a1b5e89e5f5097e7327,0532a124ee304af10475c99eb3c7410966ea11f512302a128371629cecaf505a,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_010_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_040.arc,2,model\game\wo\wo040\wo040_BM,wo040_bm,utage_only_no_sh_texture,257f4ce67a927bc2260b5fced5e8662e8a0a7ab95484f0d275ebf84c349e11b6,257f4ce67a927bc2260b5fced5e8662e8a0a7ab95484f0d275ebf84c349e11b6,,True,False,False,,,False,256,256,DXT5,,,
friend_041.arc,0,id\texture\jpn\cp_nakama\cp_nakama_010_ID_HQ,cp_nakama_010_id_hq,untranslated_sh_donor_differs,dc31ed9c453b36f4c0f27184f43f44506b69eb02b0a2459561655039b5db5729,dc31ed9c453b36f4c0f27184f43f44506b69eb02b0a2459561655039b5db5729,b40ed2151884f6cda9365a40b02006d01a19892db5ecd83a97db66280b89e57d,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_010_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_041.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_010_ID_HQ,cp_name_nak_010_id_hq,untranslated_sh_donor_differs,41f94a1deb6db37c7a0e6eba0503132a48cb5059129e6a1b5e89e5f5097e7327,41f94a1deb6db37c7a0e6eba0503132a48cb5059129e6a1b5e89e5f5097e7327,0532a124ee304af10475c99eb3c7410966ea11f512302a128371629cecaf505a,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_010_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_042.arc,0,id\texture\jpn\cp_nakama\cp_nakama_010_ID_HQ,cp_nakama_010_id_hq,untranslated_sh_donor_differs,dc31ed9c453b36f4c0f27184f43f44506b69eb02b0a2459561655039b5db5729,dc31ed9c453b36f4c0f27184f43f44506b69eb02b0a2459561655039b5db5729,b40ed2151884f6cda9365a40b02006d01a19892db5ecd83a97db66280b89e57d,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_010_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_042.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_010_ID_HQ,cp_name_nak_010_id_hq,untranslated_sh_donor_differs,41f94a1deb6db37c7a0e6eba0503132a48cb5059129e6a1b5e89e5f5097e7327,41f94a1deb6db37c7a0e6eba0503132a48cb5059129e6a1b5e89e5f5097e7327,0532a124ee304af10475c99eb3c7410966ea11f512302a128371629cecaf505a,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_010_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_043.arc,0,id\texture\jpn\cp_nakama\cp_nakama_010_ID_HQ,cp_nakama_010_id_hq,untranslated_sh_donor_differs,dc31ed9c453b36f4c0f27184f43f44506b69eb02b0a2459561655039b5db5729,dc31ed9c453b36f4c0f27184f43f44506b69eb02b0a2459561655039b5db5729,b40ed2151884f6cda9365a40b02006d01a19892db5ecd83a97db66280b89e57d,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_010_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_043.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_010_ID_HQ,cp_name_nak_010_id_hq,untranslated_sh_donor_differs,41f94a1deb6db37c7a0e6eba0503132a48cb5059129e6a1b5e89e5f5097e7327,41f94a1deb6db37c7a0e6eba0503132a48cb5059129e6a1b5e89e5f5097e7327,0532a124ee304af10475c99eb3c7410966ea11f512302a128371629cecaf505a,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_010_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_044.arc,0,id\texture\jpn\cp_nakama\cp_nakama_011_ID_HQ,cp_nakama_011_id_hq,untranslated_sh_donor_differs,e753aadd6ed38338000e8df170d208daab51cb15ea20ce113390a66ef661375e,e753aadd6ed38338000e8df170d208daab51cb15ea20ce113390a66ef661375e,2962594d23a4f70d9b6e585ebd9c972bd181e950be3f6069375028463dd89a5c,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_011_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_044.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_011_ID_HQ,cp_name_nak_011_id_hq,untranslated_sh_donor_differs,1d756b1849f87f2c5ced12a66300262212ebf982b9adf98ba0503718c4ce7564,1d756b1849f87f2c5ced12a66300262212ebf982b9adf98ba0503718c4ce7564,c9c2464bd79cea7bda900a682782ef659fdf985818cf19c2672d8c9e3595f703,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_011_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_045.arc,0,id\texture\jpn\cp_nakama\cp_nakama_011_ID_HQ,cp_nakama_011_id_hq,untranslated_sh_donor_differs,e753aadd6ed38338000e8df170d208daab51cb15ea20ce113390a66ef661375e,e753aadd6ed38338000e8df170d208daab51cb15ea20ce113390a66ef661375e,2962594d23a4f70d9b6e585ebd9c972bd181e950be3f6069375028463dd89a5c,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_011_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_045.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_011_ID_HQ,cp_name_nak_011_id_hq,untranslated_sh_donor_differs,1d756b1849f87f2c5ced12a66300262212ebf982b9adf98ba0503718c4ce7564,1d756b1849f87f2c5ced12a66300262212ebf982b9adf98ba0503718c4ce7564,c9c2464bd79cea7bda900a682782ef659fdf985818cf19c2672d8c9e3595f703,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_011_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_045.arc,2,model\game\wo\wo034\wo034_BM,wo034_bm,utage_only_no_sh_texture,378ae343f62ce4c76a0e990b28730959fce0b32743e35b433a05a1f3dfa6860d,378ae343f62ce4c76a0e990b28730959fce0b32743e35b433a05a1f3dfa6860d,,True,False,False,,,False,256,256,DXT5,,,
friend_046.arc,0,id\texture\jpn\cp_nakama\cp_nakama_011_ID_HQ,cp_nakama_011_id_hq,untranslated_sh_donor_differs,e753aadd6ed38338000e8df170d208daab51cb15ea20ce113390a66ef661375e,e753aadd6ed38338000e8df170d208daab51cb15ea20ce113390a66ef661375e,2962594d23a4f70d9b6e585ebd9c972bd181e950be3f6069375028463dd89a5c,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_011_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_046.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_011_ID_HQ,cp_name_nak_011_id_hq,untranslated_sh_donor_differs,1d756b1849f87f2c5ced12a66300262212ebf982b9adf98ba0503718c4ce7564,1d756b1849f87f2c5ced12a66300262212ebf982b9adf98ba0503718c4ce7564,c9c2464bd79cea7bda900a682782ef659fdf985818cf19c2672d8c9e3595f703,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_011_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_047.arc,0,id\texture\jpn\cp_nakama\cp_nakama_011_ID_HQ,cp_nakama_011_id_hq,untranslated_sh_donor_differs,e753aadd6ed38338000e8df170d208daab51cb15ea20ce113390a66ef661375e,e753aadd6ed38338000e8df170d208daab51cb15ea20ce113390a66ef661375e,2962594d23a4f70d9b6e585ebd9c972bd181e950be3f6069375028463dd89a5c,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_011_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_047.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_011_ID_HQ,cp_name_nak_011_id_hq,untranslated_sh_donor_differs,1d756b1849f87f2c5ced12a66300262212ebf982b9adf98ba0503718c4ce7564,1d756b1849f87f2c5ced12a66300262212ebf982b9adf98ba0503718c4ce7564,c9c2464bd79cea7bda900a682782ef659fdf985818cf19c2672d8c9e3595f703,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_011_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_048.arc,0,id\texture\jpn\cp_nakama\cp_nakama_012_ID_HQ,cp_nakama_012_id_hq,untranslated_sh_donor_differs,e7a540121d41544a82824172b1b9409f5db7d2022be1270eb9e4acf847035eed,e7a540121d41544a82824172b1b9409f5db7d2022be1270eb9e4acf847035eed,8206a1d5482af07a6ad7bfeddc41a622488b2eb5e356842f07f0a5bcf5bdb4c5,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_012_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_048.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_012_ID_HQ,cp_name_nak_012_id_hq,untranslated_sh_donor_differs,a1ec46b4506d4ae35e23a6f956428b5847bc21f7ca6505936173ec0b548bcb27,a1ec46b4506d4ae35e23a6f956428b5847bc21f7ca6505936173ec0b548bcb27,197e8821c29523cffb198576cbf0c5afc49f37da007e487737746c69442769d3,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_012_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_048.arc,2,model\game\wo\wo040\wo040_BM,wo040_bm,utage_only_no_sh_texture,257f4ce67a927bc2260b5fced5e8662e8a0a7ab95484f0d275ebf84c349e11b6,257f4ce67a927bc2260b5fced5e8662e8a0a7ab95484f0d275ebf84c349e11b6,,True,False,False,,,False,256,256,DXT5,,,
friend_049.arc,0,id\texture\jpn\cp_nakama\cp_nakama_012_ID_HQ,cp_nakama_012_id_hq,untranslated_sh_donor_differs,e7a540121d41544a82824172b1b9409f5db7d2022be1270eb9e4acf847035eed,e7a540121d41544a82824172b1b9409f5db7d2022be1270eb9e4acf847035eed,8206a1d5482af07a6ad7bfeddc41a622488b2eb5e356842f07f0a5bcf5bdb4c5,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_012_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_049.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_012_ID_HQ,cp_name_nak_012_id_hq,untranslated_sh_donor_differs,a1ec46b4506d4ae35e23a6f956428b5847bc21f7ca6505936173ec0b548bcb27,a1ec46b4506d4ae35e23a6f956428b5847bc21f7ca6505936173ec0b548bcb27,197e8821c29523cffb198576cbf0c5afc49f37da007e487737746c69442769d3,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_012_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_049.arc,2,model\game\wo\wo056\wo054_56_BM,wo054_56_bm,utage_only_no_sh_texture,e2c7355e0ec11244f5427b9803346fb6eb985e5d2ffa36e85f54e3f516dae5ce,e2c7355e0ec11244f5427b9803346fb6eb985e5d2ffa36e85f54e3f516dae5ce,,True,False,False,,,False,256,256,DXT5,,,
friend_050.arc,0,id\texture\jpn\cp_nakama\cp_nakama_012_ID_HQ,cp_nakama_012_id_hq,untranslated_sh_donor_differs,e7a540121d41544a82824172b1b9409f5db7d2022be1270eb9e4acf847035eed,e7a540121d41544a82824172b1b9409f5db7d2022be1270eb9e4acf847035eed,8206a1d5482af07a6ad7bfeddc41a622488b2eb5e356842f07f0a5bcf5bdb4c5,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_012_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_050.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_012_ID_HQ,cp_name_nak_012_id_hq,untranslated_sh_donor_differs,a1ec46b4506d4ae35e23a6f956428b5847bc21f7ca6505936173ec0b548bcb27,a1ec46b4506d4ae35e23a6f956428b5847bc21f7ca6505936173ec0b548bcb27,197e8821c29523cffb198576cbf0c5afc49f37da007e487737746c69442769d3,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_012_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_050.arc,2,model\game\wo\wo036\wo036_BM,wo036_bm,utage_only_no_sh_texture,8865a76aaeb900a3a47b40bb830d2caa99bf252c7e24482381299d06021ac3c1,8865a76aaeb900a3a47b40bb830d2caa99bf252c7e24482381299d06021ac3c1,,True,False,False,,,False,256,256,DXT5,,,
friend_051.arc,0,id\texture\jpn\cp_nakama\cp_nakama_012_ID_HQ,cp_nakama_012_id_hq,untranslated_sh_donor_differs,e7a540121d41544a82824172b1b9409f5db7d2022be1270eb9e4acf847035eed,e7a540121d41544a82824172b1b9409f5db7d2022be1270eb9e4acf847035eed,8206a1d5482af07a6ad7bfeddc41a622488b2eb5e356842f07f0a5bcf5bdb4c5,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_012_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_051.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_012_ID_HQ,cp_name_nak_012_id_hq,untranslated_sh_donor_differs,a1ec46b4506d4ae35e23a6f956428b5847bc21f7ca6505936173ec0b548bcb27,a1ec46b4506d4ae35e23a6f956428b5847bc21f7ca6505936173ec0b548bcb27,197e8821c29523cffb198576cbf0c5afc49f37da007e487737746c69442769d3,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_012_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_051.arc,2,model\game\wo\wo048\wo048_BM,wo048_bm,utage_only_no_sh_texture,9777dcd5f514fef1b5e044a9a48d265aa43ed97579483d7d56282fc469c1d997,9777dcd5f514fef1b5e044a9a48d265aa43ed97579483d7d56282fc469c1d997,,True,False,False,,,False,256,256,DXT5,,,
friend_052.arc,0,id\texture\jpn\cp_nakama\cp_nakama_013_ID_HQ,cp_nakama_013_id_hq,untranslated_sh_donor_differs,a981409be11b124d1e909df7cc8efef028042034af50e3fb0a7bba0c7bedd243,a981409be11b124d1e909df7cc8efef028042034af50e3fb0a7bba0c7bedd243,ab23b762d5a7804f5180a67e8d7225efe434599cf32044d6e2fce3ef725f05ce,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_013_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_052.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_013_ID_HQ,cp_name_nak_013_id_hq,untranslated_sh_donor_differs,bdfc56be18c6d721230588da9b03c20a699d933ef6819f8bfda4bf227b6c178c,bdfc56be18c6d721230588da9b03c20a699d933ef6819f8bfda4bf227b6c178c,a24f83734bfce61b8fb3c8cf54986004d1e2e10e73a679786c924de59ef930e0,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_013_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_053.arc,0,id\texture\jpn\cp_nakama\cp_nakama_013_ID_HQ,cp_nakama_013_id_hq,untranslated_sh_donor_differs,a981409be11b124d1e909df7cc8efef028042034af50e3fb0a7bba0c7bedd243,a981409be11b124d1e909df7cc8efef028042034af50e3fb0a7bba0c7bedd243,ab23b762d5a7804f5180a67e8d7225efe434599cf32044d6e2fce3ef725f05ce,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_013_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_053.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_013_ID_HQ,cp_name_nak_013_id_hq,untranslated_sh_donor_differs,bdfc56be18c6d721230588da9b03c20a699d933ef6819f8bfda4bf227b6c178c,bdfc56be18c6d721230588da9b03c20a699d933ef6819f8bfda4bf227b6c178c,a24f83734bfce61b8fb3c8cf54986004d1e2e10e73a679786c924de59ef930e0,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_013_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_054.arc,0,id\texture\jpn\cp_nakama\cp_nakama_013_ID_HQ,cp_nakama_013_id_hq,untranslated_sh_donor_differs,a981409be11b124d1e909df7cc8efef028042034af50e3fb0a7bba0c7bedd243,a981409be11b124d1e909df7cc8efef028042034af50e3fb0a7bba0c7bedd243,ab23b762d5a7804f5180a67e8d7225efe434599cf32044d6e2fce3ef725f05ce,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_013_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_054.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_013_ID_HQ,cp_name_nak_013_id_hq,untranslated_sh_donor_differs,bdfc56be18c6d721230588da9b03c20a699d933ef6819f8bfda4bf227b6c178c,bdfc56be18c6d721230588da9b03c20a699d933ef6819f8bfda4bf227b6c178c,a24f83734bfce61b8fb3c8cf54986004d1e2e10e73a679786c924de59ef930e0,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_013_ID_HQ,True,256,256,DXT5,256,256,DXT5
friend_055.arc,0,id\texture\jpn\cp_nakama\cp_nakama_013_ID_HQ,cp_nakama_013_id_hq,untranslated_sh_donor_differs,a981409be11b124d1e909df7cc8efef028042034af50e3fb0a7bba0c7bedd243,a981409be11b124d1e909df7cc8efef028042034af50e3fb0a7bba0c7bedd243,ab23b762d5a7804f5180a67e8d7225efe434599cf32044d6e2fce3ef725f05ce,True,False,False,0,id\texture\jpn\cp_nakama\cp_nakama_013_ID_HQ,True,128,128,DXT5,128,128,DXT5
friend_055.arc,1,id\texture\jpn\cp_name_nak\cp_name_nak_013_ID_HQ,cp_name_nak_013_id_hq,untranslated_sh_donor_differs,bdfc56be18c6d721230588da9b03c20a699d933ef6819f8bfda4bf227b6c178c,bdfc56be18c6d721230588da9b03c20a699d933ef6819f8bfda4bf227b6c178c,a24f83734bfce61b8fb3c8cf54986004d1e2e10e73a679786c924de59ef930e0,True,False,False,1,id\texture\eng\cp_name_nak\cp_name_nak_013_ID_HQ,True,256,256,DXT5,256,256,DXT5
